0.810185,3.569000
0.548860,3.569000
0.883730,3.569000
0.366720,3.569000
0.828852,3.569000
0.506285,3.569000
0.892109,3.569000
0.343518,3.569000
0.804857,3.569000
0.810185,3.569000
0.548860,3.569000
0.883730,3.569000
0.366720,3.569000
0.828852,3.569000
0.506285,3.569000
0.892109,3.569000
0.343518,3.569000
0.804857,3.569000
0.810185,3.569000
0.548860,3.569000
0.883730,3.569000
0.366720,3.569000
0.828852,3.569000
0.506286,3.569000
0.892109,3.569000
0.343518,3.569000
0.804857,3.569000
0.810185,3.569000
0.548860,3.569000
0.883730,3.569000
0.366720,3.569000
0.828852,3.569000
0.506286,3.569000
0.892109,3.569000
0.343518,3.569000
0.804857,3.569000
0.810185,3.569000
0.548860,3.569000
0.883730,3.569000
0.366719,3.569000
0.828851,3.569000
0.506287,3.569000
0.892109,3.569000
0.343518,3.569000
0.804857,3.569000
0.810185,3.569000
0.548859,3.569000
0.883730,3.569000
0.366719,3.569000
0.828851,3.569000
0.506287,3.569000
0.892109,3.569000
0.343518,3.569000
0.804857,3.569000
0.810185,3.569001
0.548859,3.569001
0.883730,3.569001
0.366719,3.569001
0.828851,3.569001
0.506288,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810185,3.569001
0.548859,3.569001
0.883730,3.569001
0.366719,3.569001
0.828851,3.569001
0.506288,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810185,3.569001
0.548859,3.569001
0.883730,3.569001
0.366718,3.569001
0.828851,3.569001
0.506289,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810186,3.569001
0.548859,3.569001
0.883730,3.569001
0.366718,3.569001
0.828850,3.569001
0.506289,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810186,3.569001
0.548858,3.569001
0.883731,3.569001
0.366718,3.569001
0.828850,3.569001
0.506290,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810186,3.569001
0.548858,3.569001
0.883731,3.569001
0.366718,3.569001
0.828850,3.569001
0.506290,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810186,3.569001
0.548858,3.569001
0.883731,3.569001
0.366717,3.569001
0.828850,3.569001
0.506291,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810186,3.569001
0.548858,3.569001
0.883731,3.569001
0.366717,3.569001
0.828849,3.569001
0.506291,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810186,3.569001
0.548858,3.569001
0.883731,3.569001
0.366717,3.569001
0.828849,3.569001
0.506292,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810186,3.569001
0.548857,3.569001
0.883731,3.569001
0.366717,3.569001
0.828849,3.569001
0.506293,3.569001
0.892109,3.569001
0.343518,3.569001
0.804858,3.569001
0.810186,3.569002
0.548857,3.569002
0.883731,3.569002
0.366716,3.569002
0.828849,3.569002
0.506293,3.569002
0.892109,3.569002
0.343518,3.569002
0.804858,3.569002
0.810186,3.569002
0.548857,3.569002
0.883731,3.569002
0.366716,3.569002
0.828849,3.569002
0.506294,3.569002
0.892109,3.569002
0.343518,3.569002
